pop,geno,BLUP,year,genotype_year,real
Dic2 x Lloyd,BX07.2.1f2.82,3.26120574262644,2015,BX07.2.1f2.82_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.83,1.45871085634121,2015,BX07.2.1f2.83_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.84,-4.69109585047568,2015,BX07.2.1f2.84_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.85,-3.71483008074264,2015,BX07.2.1f2.85_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.86,-3.36449517307742,2015,BX07.2.1f2.86_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.87,2.32454013403114,2015,BX07.2.1f2.87_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.88,-3.18630121112951,2015,BX07.2.1f2.88_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.9,-2.23848534006323,2015,BX07.2.1f2.9_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.90,4.10396491170154,2015,BX07.2.1f2.90_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.91,-3.1653499167121,2015,BX07.2.1f2.91_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.92,0.814121842078412,2015,BX07.2.1f2.92_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.93,0.311589273249032,2015,BX07.2.1f2.93_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.94,1.83191105675197,2015,BX07.2.1f2.94_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.95,3.56479801214587,2015,BX07.2.1f2.95_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.96,-3.16988207817823,2015,BX07.2.1f2.96_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.97,-2.15890351312398,2015,BX07.2.1f2.97_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.98,-5.56943203122235,2015,BX07.2.1f2.98_2015,TRUE
Dic2 x Lloyd,BX07.2.1f2.99,-3.10711281314691,2015,BX07.2.1f2.99_2015,TRUE
Dic2 x Silur,TT06DC 38.11,-0.906004306258392,2015,TT06DC 38.11_2015,TRUE
Dic2 x Silur,TT06DC 38.13,-8.94223750795252,2015,TT06DC 38.13_2015,TRUE
Dic2 x Silur,TT06DC 38.15,-2.92255065438516,2015,TT06DC 38.15_2015,TRUE
Dic2 x Silur,TT06DC 38.19,-4.3540309962195,2015,TT06DC 38.19_2015,TRUE
Dic2 x Silur,TT06DC 38.23,2.71889909884561,2015,TT06DC 38.23_2015,TRUE
Dic2 x Silur,TT06DC 38.24,4.10846339048079,2015,TT06DC 38.24_2015,TRUE
Dic2 x Silur,TT06DC 38.25,0.865640351646038,2015,TT06DC 38.25_2015,TRUE
Dic2 x Silur,TT06DC 38.27,3.67204344769837,2015,TT06DC 38.27_2015,TRUE
Dic2 x Silur,TT06DC 38.29,2.05436410140239,2015,TT06DC 38.29_2015,TRUE
Dic2 x Silur,TT06DC 38.3,0.342113436475685,2015,TT06DC 38.3_2015,TRUE
Dic2 x Silur,TT06DC 38.32,1.90902137286372,2015,TT06DC 38.32_2015,TRUE
Dic2 x Silur,TT06DC 38.34,-0.00902980168242841,2015,TT06DC 38.34_2015,TRUE
Dic2 x Silur,TT06DC 38.35,1.26484300133951,2015,TT06DC 38.35_2015,TRUE
Dic2 x Silur,TT06DC 38.36,-1.73108864189877,2015,TT06DC 38.36_2015,TRUE
Dic2 x Silur,TT06DC 38.37,-0.550769765080744,2015,TT06DC 38.37_2015,TRUE
Dic2 x Silur,TT06DC 38.38,-2.55262328489878,2015,TT06DC 38.38_2015,TRUE
Dic2 x Silur,TT06DC 38.39,1.91981701095382,2015,TT06DC 38.39_2015,TRUE
Dic2 x Silur,TT06DC 38.41,2.59174542586653,2015,TT06DC 38.41_2015,TRUE
Dic2 x Silur,TT06DC 38.42,-3.73400656955303,2015,TT06DC 38.42_2015,TRUE
Dic2 x Silur,TT06DC 38.47,3.55036680672774,2015,TT06DC 38.47_2015,TRUE
Dic2 x Silur,TT06DC 38.49,-2.95581481721337,2015,TT06DC 38.49_2015,TRUE
Dic2 x Silur,TT06DC 38.50,0.995989967983798,2015,TT06DC 38.50_2015,TRUE
Dic2 x Silur,TT06DC 38.51,-5.34858901277666,2015,TT06DC 38.51_2015,TRUE
Dic2 x Silur,TT06DC 38.52,0.795196180305145,2015,TT06DC 38.52_2015,TRUE
Dic2 x Silur,TT06DC 38.53,-2.32856273940728,2015,TT06DC 38.53_2015,TRUE
Dic2 x Silur,TT06DC 38.54,-5.21141561570227,2015,TT06DC 38.54_2015,TRUE
Dic2 x Silur,TT06DC 38.7,3.31599138983039,2015,TT06DC 38.7_2015,TRUE
Dic2 x Silur,TT06DC 38.8,2.97557079145199,2015,TT06DC 38.8_2015,TRUE
Dic2 x Silur,TT06DC 38.9,0.418266303435761,2015,TT06DC 38.9_2015,TRUE
Dic2 x Silur,TT06DC 39.10,1.75708266685017,2015,TT06DC 39.10_2015,TRUE
Dic2 x Silur,TT06DC 39.11,-0.563579463585395,2015,TT06DC 39.11_2015,TRUE
Dic2 x Silur,TT06DC 39.13,-3.36624196935172,2015,TT06DC 39.13_2015,TRUE
Dic2 x Silur,TT06DC 39.16,-2.53999513281843,2015,TT06DC 39.16_2015,TRUE
Dic2 x Silur,TT06DC 39.17,-5.74488036370518,2015,TT06DC 39.17_2015,TRUE
Dic2 x Silur,TT06DC 39.18,-3.13156029839496,2015,TT06DC 39.18_2015,TRUE
Dic2 x Silur,TT06DC 39.20,2.54627957367351,2015,TT06DC 39.20_2015,TRUE
Dic2 x Silur,TT06DC 39.21,-0.333053853374914,2015,TT06DC 39.21_2015,TRUE
Dic2 x Silur,TT06DC 39.23,0.702468096867366,2015,TT06DC 39.23_2015,TRUE
Dic2 x Silur,TT06DC 39.24,0.486921581268676,2015,TT06DC 39.24_2015,TRUE
Dic2 x Silur,TT06DC 39.25,-2.41296793467263,2015,TT06DC 39.25_2015,TRUE
Dic2 x Silur,TT06DC 39.26,2.17846926608827,2015,TT06DC 39.26_2015,TRUE
Dic2 x Silur,TT06DC 39.27,1.13432804800992,2015,TT06DC 39.27_2015,TRUE
Dic2 x Silur,TT06DC 39.28,-2.57520830370584,2015,TT06DC 39.28_2015,TRUE
Dic2 x Silur,TT06DC 39.3,-3.08199523400155,2015,TT06DC 39.3_2015,TRUE
Dic2 x Silur,TT06DC 39.30,2.98357901228396,2015,TT06DC 39.30_2015,TRUE
Dic2 x Silur,TT06DC 39.31,-1.52887322838944,2015,TT06DC 39.31_2015,TRUE
Dic2 x Silur,TT06DC 39.32,0.631371869860286,2015,TT06DC 39.32_2015,TRUE
Dic2 x Silur,TT06DC 39.34,0.735173692017753,2015,TT06DC 39.34_2015,TRUE
Dic2 x Silur,TT06DC 39.35,-0.58074158176665,2015,TT06DC 39.35_2015,TRUE
Dic2 x Silur,TT06DC 39.36,-5.68586811961191,2015,TT06DC 39.36_2015,TRUE
Dic2 x Silur,TT06DC 39.37,2.86344477693,2015,TT06DC 39.37_2015,TRUE
Dic2 x Silur,TT06DC 39.4,-4.25158733335898,2015,TT06DC 39.4_2015,TRUE
Dic2 x Silur,TT06DC 39.6,1.30425246770226,2015,TT06DC 39.6_2015,TRUE
Dic2 x Silur,TT06DC 39.7,3.26721229841471,2015,TT06DC 39.7_2015,TRUE
Dic2 x Silur,TT06DC 39.8,-1.03329434145589,2015,TT06DC 39.8_2015,TRUE
Dic2 x Silur,TT06DC 39.9,4.48515940111184,2015,TT06DC 39.9_2015,TRUE
Dic2 x Silur,TT06DC 40.1,4.77102775457993,2015,TT06DC 40.1_2015,TRUE
Dic2 x Silur,TT06DC 40.10,-3.11766530087615,2015,TT06DC 40.10_2015,TRUE
Dic2 x Silur,TT06DC 40.11,-2.26708151364264,2015,TT06DC 40.11_2015,TRUE
Dic2 x Silur,TT06DC 40.12,-0.800585049083817,2015,TT06DC 40.12_2015,TRUE
Dic2 x Silur,TT06DC 40.14,-5.69406771709714,2015,TT06DC 40.14_2015,TRUE
Dic2 x Silur,TT06DC 40.15,-6.04740221857313,2015,TT06DC 40.15_2015,TRUE
Dic2 x Silur,TT06DC 40.16,-2.90434856529112,2015,TT06DC 40.16_2015,TRUE
Dic2 x Silur,TT06DC 40.17,-5.54991723287749,2015,TT06DC 40.17_2015,TRUE
Dic2 x Silur,TT06DC 40.18,-0.547530331878138,2015,TT06DC 40.18_2015,TRUE
Dic2 x Silur,TT06DC 40.22,3.13557502984449,2015,TT06DC 40.22_2015,TRUE
Dic2 x Silur,TT06DC 40.23,-5.78580760778368,2015,TT06DC 40.23_2015,TRUE
Dic2 x Silur,TT06DC 40.24,2.95059990165408,2015,TT06DC 40.24_2015,TRUE
Dic2 x Silur,TT06DC 40.27,-6.15410855876961,2015,TT06DC 40.27_2015,TRUE
Dic2 x Silur,TT06DC 40.29,6.03716366882059,2015,TT06DC 40.29_2015,TRUE
Dic2 x Silur,TT06DC 40.31,2.4814278765687,2015,TT06DC 40.31_2015,TRUE
Dic2 x Silur,TT06DC 40.32,2.23320595985387,2015,TT06DC 40.32_2015,TRUE
Dic2 x Silur,TT06DC 40.33,-4.96719439593419,2015,TT06DC 40.33_2015,TRUE
Dic2 x Silur,TT06DC 40.34,2.01688160124653,2015,TT06DC 40.34_2015,TRUE
Dic2 x Silur,TT06DC 40.35,2.01248671289391,2015,TT06DC 40.35_2015,TRUE
Dic2 x Silur,TT06DC 40.37,-7.06061675797888,2015,TT06DC 40.37_2015,TRUE
Dic2 x Silur,TT06DC 40.38,2.7183905267999,2015,TT06DC 40.38_2015,TRUE
Dic2 x Silur,TT06DC 40.39,-2.51780103541117,2015,TT06DC 40.39_2015,TRUE
Dic2 x Silur,TT06DC 40.4,-0.066875555005774,2015,TT06DC 40.4_2015,TRUE
Dic2 x Silur,TT06DC 40.40,1.57586351085992,2015,TT06DC 40.40_2015,TRUE
Dic2 x Silur,TT06DC 40.41,3.28484461395287,2015,TT06DC 40.41_2015,TRUE
Dic2 x Silur,TT06DC 40.45,0.99143953768128,2015,TT06DC 40.45_2015,TRUE
Dic2 x Silur,TT06DC 40.46,-3.65981444397569,2015,TT06DC 40.46_2015,TRUE
Dic2 x Silur,TT06DC 40.47,-1.6542276889462,2015,TT06DC 40.47_2015,TRUE
Dic2 x Silur,TT06DC 40.49,-2.82380960112293,2015,TT06DC 40.49_2015,TRUE
Dic2 x Silur,TT06DC 40.5,-2.95623400648025,2015,TT06DC 40.5_2015,TRUE
Dic2 x Silur,TT06DC 40.52,-1.79101144426773,2015,TT06DC 40.52_2015,TRUE
Dic2 x Silur,TT06DC 40.53,-3.59415770003076,2015,TT06DC 40.53_2015,TRUE
Dic2 x Silur,TT06DC 40.6,-3.05790481317002,2015,TT06DC 40.6_2015,TRUE
Dic2 x Silur,TT06DC 40.7,1.63270524131619,2015,TT06DC 40.7_2015,TRUE
Dic2 x Silur,TT06DC 40.8,-6.48324968426271,2015,TT06DC 40.8_2015,TRUE
Dic2 x Silur,TT06DC 42.1,1.39553284710464,2015,TT06DC 42.1_2015,TRUE
Dic2 x Silur,TT06DC 42.11,1.06599179575285,2015,TT06DC 42.11_2015,TRUE
Dic2 x Silur,TT06DC 42.13,-1.24829608812407,2015,TT06DC 42.13_2015,TRUE
Dic2 x Silur,TT06DC 42.14,2.17023234440846,2015,TT06DC 42.14_2015,TRUE
Dic2 x Silur,TT06DC 42.15,3.45127042559367,2015,TT06DC 42.15_2015,TRUE
Dic2 x Silur,TT06DC 42.16,3.26049157489839,2015,TT06DC 42.16_2015,TRUE
Dic2 x Silur,TT06DC 42.17,-0.361896585797507,2015,TT06DC 42.17_2015,TRUE
Dic2 x Silur,TT06DC 42.18,1.62065782447917,2015,TT06DC 42.18_2015,TRUE
Dic2 x Silur,TT06DC 42.19,2.96495644156914,2015,TT06DC 42.19_2015,TRUE
Dic2 x Silur,TT06DC 42.2,2.85297614122416,2015,TT06DC 42.2_2015,TRUE
Dic2 x Silur,TT06DC 42.21,0.350711045064848,2015,TT06DC 42.21_2015,TRUE
Dic2 x Silur,TT06DC 42.23,0.369829430663177,2015,TT06DC 42.23_2015,TRUE
Dic2 x Silur,TT06DC 42.24,3.61464442140174,2015,TT06DC 42.24_2015,TRUE
Dic2 x Silur,TT06DC 42.25,-1.3358714168246,2015,TT06DC 42.25_2015,TRUE
Dic2 x Silur,TT06DC 42.26,2.75149152353341,2015,TT06DC 42.26_2015,TRUE
Dic2 x Silur,TT06DC 42.28,2.60134349477582,2015,TT06DC 42.28_2015,TRUE
Dic2 x Silur,TT06DC 42.3,4.33899922176162,2015,TT06DC 42.3_2015,TRUE
Dic2 x Silur,TT06DC 42.35,3.26802306546765,2015,TT06DC 42.35_2015,TRUE
Dic2 x Silur,TT06DC 42.36,1.96222064635502,2015,TT06DC 42.36_2015,TRUE
Dic2 x Silur,TT06DC 42.38,1.1286307569839,2015,TT06DC 42.38_2015,TRUE
Dic2 x Silur,TT06DC 42.4,2.36102132795019,2015,TT06DC 42.4_2015,TRUE
Dic2 x Silur,TT06DC 42.40,3.19642735950027,2015,TT06DC 42.40_2015,TRUE
Dic2 x Silur,TT06DC 42.41,1.8836302678102,2015,TT06DC 42.41_2015,TRUE
Dic2 x Silur,TT06DC 42.43,3.8856232163706,2015,TT06DC 42.43_2015,TRUE
Dic2 x Silur,TT06DC 42.44,2.72621143571629,2015,TT06DC 42.44_2015,TRUE
Dic2 x Silur,TT06DC 42.45,-4.19166192926831,2015,TT06DC 42.45_2015,TRUE
Dic2 x Silur,TT06DC 42.46,4.2946914390482,2015,TT06DC 42.46_2015,TRUE
Dic2 x Silur,TT06DC 42.48,3.69560381197278,2015,TT06DC 42.48_2015,TRUE
Dic2 x Silur,TT06DC 42.49,2.74853411277428,2015,TT06DC 42.49_2015,TRUE
Dic2 x Silur,TT06DC 42.5,-2.55347474104149,2015,TT06DC 42.5_2015,TRUE
Dic2 x Silur,TT06DC 42.53,-3.10549572989349,2015,TT06DC 42.53_2015,TRUE
Dic2 x Silur,TT06DC 42.55,0.974063368521848,2015,TT06DC 42.55_2015,TRUE
Dic2 x Silur,TT06DC 42.6,-3.74403495772641,2015,TT06DC 42.6_2015,TRUE
Dic2 x Silur,TT06DC 42.7,-0.971533514248205,2015,TT06DC 42.7_2015,TRUE
Dic2 x Silur,TT06DC 42.9,-6.40514866438208,2015,TT06DC 42.9_2015,TRUE
Dic2 x Silur,TT06DC 44.1,3.06410250048721,2015,TT06DC 44.1_2015,TRUE
Dic2 x Silur,TT06DC 44.10,-0.269027491652625,2015,TT06DC 44.10_2015,TRUE
Dic2 x Silur,TT06DC 44.11,0.859068237128761,2015,TT06DC 44.11_2015,TRUE
Dic2 x Silur,TT06DC 44.13,-2.8355761908839,2015,TT06DC 44.13_2015,TRUE
Dic2 x Silur,TT06DC 44.14,-1.88625607163869,2015,TT06DC 44.14_2015,TRUE
Dic2 x Silur,TT06DC 44.19,-3.45396218527776,2015,TT06DC 44.19_2015,TRUE
Dic2 x Silur,TT06DC 44.22,3.01624761342895,2015,TT06DC 44.22_2015,TRUE
Dic2 x Silur,TT06DC 44.24,-3.39756005738093,2015,TT06DC 44.24_2015,TRUE
Dic2 x Silur,TT06DC 44.28,-6.65764088211933,2015,TT06DC 44.28_2015,TRUE
Dic2 x Silur,TT06DC 44.3,0.439860216554085,2015,TT06DC 44.3_2015,TRUE
Dic2 x Silur,TT06DC 44.33,0.377716299060078,2015,TT06DC 44.33_2015,TRUE
Dic2 x Silur,TT06DC 44.34,-0.643948777885097,2015,TT06DC 44.34_2015,TRUE
Dic2 x Silur,TT06DC 44.35,2.88985433351916,2015,TT06DC 44.35_2015,TRUE
Dic2 x Silur,TT06DC 44.36,2.1159939999356,2015,TT06DC 44.36_2015,TRUE
Dic2 x Silur,TT06DC 44.38,-3.55232956720022,2015,TT06DC 44.38_2015,TRUE
Dic2 x Silur,TT06DC 44.39,2.39920738662569,2015,TT06DC 44.39_2015,TRUE
Dic2 x Silur,TT06DC 44.41,-2.42424467741251,2015,TT06DC 44.41_2015,TRUE
Dic2 x Silur,TT06DC 44.42,0.870432275628696,2015,TT06DC 44.42_2015,TRUE
Dic2 x Silur,TT06DC 44.43,-4.87981849576015,2015,TT06DC 44.43_2015,TRUE
Dic2 x Silur,TT06DC 44.45,-5.77258681209833,2015,TT06DC 44.45_2015,TRUE
Dic2 x Silur,TT06DC 44.47,-1.79844932391956,2015,TT06DC 44.47_2015,TRUE
Dic2 x Silur,TT06DC 44.48,0.915379854945264,2015,TT06DC 44.48_2015,TRUE
Dic2 x Silur,TT06DC 44.5,3.50285223814541,2015,TT06DC 44.5_2015,TRUE
Dic2 x Silur,TT06DC 44.50,-5.83233311933532,2015,TT06DC 44.50_2015,TRUE
Dic2 x Silur,TT06DC 44.52,2.68537836575768,2015,TT06DC 44.52_2015,TRUE
Dic2 x Silur,TT06DC 44.54,-3.11296216958447,2015,TT06DC 44.54_2015,TRUE
Dic2 x Silur,TT06DC 44.55,-3.68387929191044,2015,TT06DC 44.55_2015,TRUE
Dic2 x Silur,TT06DC 44.56,-2.69306180105236,2015,TT06DC 44.56_2015,TRUE
Dic2 x Silur,TT06DC 44.61,1.22034034295972,2015,TT06DC 44.61_2015,TRUE
Dic2 x Silur,TT06DC 44.62,-1.78129942938731,2015,TT06DC 44.62_2015,TRUE
Dic2 x Silur,TT06DC 44.64,2.36271218385372,2015,TT06DC 44.64_2015,TRUE
Dic2 x Silur,TT06DC 44.65,1.99485668600774,2015,TT06DC 44.65_2015,TRUE
Dic2 x Silur,TT06DC 44.7,-3.60249172702629,2015,TT06DC 44.7_2015,TRUE
